time;gFx;gFy;gFz;TgF
85,133;0,058;-0,1251;1,0394;1,049
85,155;0,0572;-0,1395;1,1487;1,159
85,182;0,1954;-0,1492;1,0393;1,068
85,196;0,1012;-0,1101;0,8666;0,879
85,212;-0,0009;-0,1397;0,8401;0,852
85,23;0,0175;-0,0838;0,9961;1
85,261;0,1376;-0,1164;1,0182;1,034
85,279;0,2005;-0,117;1,0532;1,078
85,29;0,237;-0,1272;1,0611;1,095
85,307;0,1495;-0,1424;1,0181;1,039
85,338;0,1183;-0,1894;1,0136;1,038
85,353;0,1293;-0,2772;1,0285;1,073
85,369;0,1257;-0,1851;0,9976;1,022
85,401;0,1611;-0,0286;0,987;1
85,418;0,2024;0,0252;0,9662;0,988
85,433;0,168;0,1102;0,8916;0,914
85,45;0,1812;0,1563;0,8747;0,907
85,48;0,257;0,1386;0,9188;0,964
85,505;0,3119;0,0774;0,9311;0,985
85,515;0,2544;0,086;0,912;0,951
85,527;0,2141;0,114;0,8994;0,932
85,559;0,1824;0,1295;0,9321;0,959
85,579;0,1648;0,0924;0,9488;0,967
85,591;0,1902;0,0471;0,9503;0,97
85,622;0,2;0,0445;0,9395;0,962
85,638;0,2299;0,029;0,9237;0,952
85,652;0,2206;0,0311;0,9206;0,947
85,671;0,1346;0,0608;0,91;0,922
85,703;0,0722;0,0481;0,9098;0,914
85,718;0,0714;0,0362;0,9061;0,91
85,733;0,0612;0,0508;0,9238;0,927
85,751;0,0363;0,0343;0,9561;0,957
85,789;0,0382;-0,0154;1,004;1,005
85,797;0,0332;-0,0591;1,005;1,007
85,812;0,046;-0,0822;0,987;0,991
85,848;0,0702;-0,0827;0,9877;0,994
85,866;0,0516;-0,1045;1,024;1,031
85,875;0,0136;-0,147;1,0706;1,081
85,895;0,0186;-0,1701;1,0589;1,073
85,924;0,0295;-0,1262;1,0458;1,054
85,94;0,0588;-0,0963;1,0246;1,031
85,954;0,0585;-0,0776;1,0124;1,017
85,97;0,012;-0,0668;1,0234;1,026
86,004;0,0488;-0,0579;1,0753;1,078
86,019;0,0904;-0,0025;1,1035;1,107
86,034;0,0965;-0,0033;1,0519;1,056
86,066;0,0627;-0,0151;1,0271;1,029
86,087;0,0802;-0,0014;1,0536;1,057
86,104;0,1243;0,0112;1,0683;1,076
86,113;0,1384;0,0475;1,0493;1,059
86,144;0,1131;0,0516;1,0136;1,021
86,163;0,0882;-0,0073;0,9913;0,995
86,175;0,1225;-0,0496;0,9863;0,995
86,191;0,1767;-0,0281;1,006;1,022
86,224;0,179;-0,0327;0,9777;0,994
86,239;0,112;-0,0412;0,9095;0,917
86,257;0,0284;-0,0208;0,8457;0,846
86,286;0,0097;-0,0147;0,8986;0,899
86,302;0,0929;-0,0583;1,0208;1,027
86,318;0,1297;-0,0716;1,0081;1,019
86,334;0,0856;-0,041;0,9385;0,943
86,367;0,008;-0,068;0,9232;0,926
86,385;-0,05;-0,0857;0,9136;0,919
86,409;-0,0885;-0,0737;0,8606;0,868
86,414;-0,0884;-0,1091;0,8278;0,84
86,445;-0,1969;-0,1631;0,8412;0,879
86,463;-0,2333;-0,1529;0,927;0,968
86,482;-0,1562;-0,1492;1,0199;1,043
86,511;-0,1649;-0,1569;0,9272;0,955
86,529;-0,1802;-0,1122;0,8872;0,912
86,545;-0,171;-0,0982;0,8635;0,886
86,558;-0,1918;-0,0484;0,8744;0,896
86,59;-0,209;-0,0086;0,9193;0,943
86,636;-0,1497;-0,0199;0,9596;0,971
86,638;-0,0723;-0,0359;0,974;0,977
86,639;0,0318;-0,0521;1,0417;1,043
86,667;0,0018;-0,0158;1,0027;1,003
86,685;0,0714;0,0009;1,0423;1,045
86,699;0,1104;0,0024;1,0389;1,045
86,737;0,0392;0,0075;0,9573;0,958
86,75;-0,0117;-0,0079;0,8792;0,879
86,768;-0,0203;-0,0322;0,8465;0,847
86,778;-0,0186;-0,0688;0,8207;0,824
86,811;-0,0335;-0,1075;0,8159;0,824
86,836;-0,0271;-0,1087;0,8689;0,876
86,847;0,0072;-0,116;0,9116;0,919
86,856;0,008;-0,1248;0,9317;0,94
86,896;0,0389;-0,1394;0,9493;0,96
86,905;0,1066;-0,1591;0,9682;0,987
86,924;0,172;-0,1633;0,9708;0,999
86,951;0,2091;-0,1893;0,9666;1,007
86,969;0,2024;-0,1757;0,9942;1,03
86,985;0,1848;-0,1737;0,978;1,01
86,999;0,1673;-0,2265;0,9642;1,004
87,035;0,0044;-0,1968;0,9433;0,964
87,052;-0,049;-0,1404;0,942;0,954
87,062;-0,0018;-0,1841;0,9639;0,981
87,08;0,0149;-0,2605;0,9456;0,981
87,11;0,021;-0,2438;0,8932;0,926
87,129;-0,0484;-0,1744;0,7952;0,816
87,145;-0,0981;-0,1505;0,7484;0,77
87,178;-0,0962;-0,1437;0,8037;0,822
87,19;0,0143;-0,1792;0,8719;0,89
87,205;0,0473;-0,2153;0,8854;0,912
87,224;0,0164;-0,205;0,8753;0,899
87,255;0,0209;-0,1682;0,8935;0,909
87,269;0,0159;-0,1565;0,9871;1
87,289;0,036;-0,2106;1,072;1,093
87,3;0,1226;-0,1338;1,0256;1,041
87,332;0,1122;-0,1147;0,9986;1,011
87,348;0,0979;-0,1126;0,9945;1,006
87,363;0,0994;-0,1354;1,1243;1,137
87,397;0,2547;-0,1737;1,033;1,078
87,416;0,214;-0,1495;0,9838;1,018
87,428;0,1681;-0,0987;0,9298;0,95
87,444;0,0818;0,0069;0,934;0,938
87,479;-0,1824;-0,1305;1,0342;1,058
87,498;-0,3162;-0,5292;1,1238;1,282
87,506;0,1364;-0,3764;1,0219;1,098
87,528;0,2292;-0,0356;1,0104;1,037
87,553;0,2141;0,1164;1,0477;1,076
87,57;0,1117;0,1747;1,1099;1,129
87,588;0,1599;0,1831;0,9948;1,024
87,617;0,2514;0,1025;0,9148;0,954
87,634;0,1755;0,1362;0,9923;1,017
87,648;0,0338;0,1222;0,9989;1,007
87,668;0,0273;0,1622;1,0519;1,065
87,696;0,0907;0,2562;1,0529;1,087
87,715;0,1538;0,3239;1,0282;1,089
87,727;0,0958;0,3206;0,9493;1,007
87,744;0,1408;0,3467;0,9635;1,034
87,777;0,1102;0,1811;0,9901;1,013
87,795;0,1441;0,1391;0,9858;1,006
87,815;0,2955;-0,1714;0,973;1,031
87,841;0,0998;0,0288;0,9731;0,979
87,855;0,1708;0,1281;0,9828;1,006
87,871;0,2602;0,0126;1,0392;1,071
87,887;0,3101;-0,0255;1,0487;1,094
87,919;0,2536;0,0383;1,0157;1,048
87,935;0,2867;0,0833;0,9581;1,004
87,954;0,331;0,1036;0,9359;0,998
87,965;0,2859;0,0702;0,9041;0,951
87,998;0,2711;-0,0087;0,9143;0,954
88,015;0,2745;-0,0429;0,8775;0,92
88,029;0,2989;-0,0907;0,8909;0,944
88,062;0,2988;-0,1125;0,9325;0,986
88,084;0,2384;-0,0974;0,9273;0,962
88,096;0,2168;-0,1254;0,9052;0,939
88,109;0,2185;-0,1818;0,9269;0,969
88,14;0,2243;-0,2468;0,971;1,027
88,16;0,2423;-0,2962;0,9478;1,022
88,175;0,2368;-0,3516;0,9772;1,065
88,191;0,1487;-0,3599;1,0543;1,124
88,219;0,111;-0,2818;1,0296;1,073
88,235;0,1912;-0,1859;0,9326;0,97
88,25;0,2104;-0,2037;0,916;0,962
88,282;0,1402;-0,255;0,9791;1,021
88,298;0,0569;-0,2673;0,9668;1,005
88,316;0,0391;-0,2597;0,9199;0,957
88,329;0,0284;-0,2883;0,8946;0,94
88,363;0,0386;-0,3448;0,8803;0,946
88,377;0,0614;-0,3713;0,8782;0,956
88,393;0,0998;-0,3365;0,8401;0,91
88,408;0,119;-0,2994;0,8056;0,868
88,442;0,0931;-0,2984;0,7976;0,857
88,458;0,0722;-0,3146;0,8052;0,868
88,472;0,107;-0,3592;0,7993;0,883
88,506;0,1468;-0,3861;0,8075;0,907
88,519;0,1488;-0,3544;0,7632;0,854
88,536;0,1068;-0,3067;0,7536;0,821
88,55;0,059;-0,289;0,7611;0,816
88,585;0,0605;-0,3376;0,8;0,87
88,598;0,0875;-0,3533;0,8225;0,899
88,624;0,1017;-0,3281;0,8465;0,914
88,63;0,1055;-0,2759;0,8708;0,92
88,662;0,0909;-0,2317;0,8822;0,917
88,681;0,085;-0,1957;0,8337;0,861
88,695;0,088;-0,167;0,8483;0,869
88,728;0,1332;-0,1479;0,8925;0,914
88,745;0,1745;-0,1372;0,8627;0,891
88,757;0,1115;-0,1489;0,8346;0,855
88,776;0,0806;-0,1288;0,8396;0,853
88,804;0,0609;-0,062;0,7472;0,752
88,823;0,1416;-0,0577;0,8462;0,86
88,836;0,1708;-0,1228;0,9487;0,972
88,855;0,2075;-0,2025;1,0085;1,049
88,883;0,2091;-0,2273;0,9734;1,021
88,9;0,1758;-0,178;0,9119;0,946
88,917;0,1788;-0,121;0,8849;0,911
88,948;0,1583;-0,098;0,8533;0,873
88,962;0,1663;-0,044;0,7855;0,804
88,978;0,1878;0,0071;0,7739;0,796
88,995;0,1984;0,0108;0,7829;0,808
89,028;0,1602;-0,0061;0,8136;0,829
89,044;0,1685;-0,0181;0,8267;0,844
89,059;0,1552;-0,0354;0,8196;0,835
89,072;0,1107;-0,041;0,849;0,857
89,104;0,1011;-0,0613;0,8565;0,865
89,121;0,1065;-0,0899;0,8822;0,893
89,139;0,0906;-0,0823;0,9444;0,952
89,168;0,074;-0,0685;0,9741;0,979
89,183;0,0678;-0,0766;1,0028;1,008
89,199;0,0567;-0,1003;1,0299;1,036
89,216;0,0342;-0,1025;1,0457;1,051
89,248;-0,0093;-0,0837;1,0646;1,068
89,265;-0,0487;-0,0573;1,0706;1,073
89,291;-0,0651;-0,0176;1,0175;1,02
89,296;-0,0536;0,0089;0,9298;0,931
89,326;-0,0097;-0,0171;0,8568;0,857
89,348;0,0185;-0,0372;0,8434;0,844
89,358;-0,0002;-0,0437;0,9024;0,903
89,39;-0,0107;-0,1254;0,9346;0,943
89,408;-0,0293;-0,1758;0,9582;0,975
89,421;-0,0184;-0,1677;0,9894;1,004
89,44;0,0224;-0,1581;0,9482;0,962
89,469;0,0613;-0,2538;0,937;0,973
89,487;0,08;-0,3159;0,9628;1,016
89,51;0,0734;-0,3081;0,9813;1,031
89,516;0,0871;-0,3218;0,9664;1,022
89,549;0,0912;-0,2903;0,9176;0,967
89,567;0,1103;-0,2013;0,904;0,933
89,58;0,1204;-0,0928;0,925;0,937
89,614;0,1382;-0,0089;0,9253;0,936
89,626;0,173;-0,0935;0,8668;0,889
89,645;0,2349;-0,0549;1,0932;1,12
89,66;0,198;-0,2081;1,0133;1,053
89,692;0,1578;-0,14;1,034;1,055
89,709;0,1113;0,0414;1,077;1,084
89,725;0,154;0,0711;0,9653;0,98
89,737;0,1509;-0,0171;0,8429;0,856
89,769;0,2027;-0,0932;0,8899;0,917
89,792;0,1289;-0,0997;1,0437;1,056
89,8;-0,0534;-0,0655;1,06;1,063
89,836;-0,0498;-0,053;1,0417;1,044
89,85;0,0936;-0,1472;1,1282;1,142
89,866;0,0814;-0,1941;1,1405;1,16
89,884;0,0412;-0,1551;1,1004;1,112
89,915;0,0863;-0,0781;1,0256;1,032
89,927;0,1068;-0,0673;1,0081;1,016
89,943;0,127;-0,1134;1,026;1,04
89,959;0,2004;-0,1625;1,0882;1,118
89,991;0,2041;-0,1603;1,0896;1,12
90,01;0,1855;-0,1242;1,0397;1,063
90,022;0,1641;-0,0744;0,9492;0,966
90,056;0,2002;-0,0064;0,8516;0,875
90,073;0,2158;-0,0313;0,7988;0,828
90,087;0,1889;-0,1016;0,8298;0,857
90,105;0,1541;-0,176;0,896;0,926
90,133;0,1237;-0,1899;0,9288;0,956
90,15;0,1136;-0,151;0,9154;0,935
90,175;0,106;-0,1103;0,9201;0,933
90,181;0,0699;-0,0718;0,9357;0,941
90,213;0,0274;-0,0486;0,9471;0,949
90,231;0,0302;-0,0401;0,9714;0,973
90,244;0,0556;-0,0467;0,9911;0,994
90,277;0,0943;-0,0588;0,9882;0,994
90,293;0,1104;-0,0606;0,9721;0,98
90,309;0,1246;-0,0664;0,9694;0,98
90,325;0,1168;-0,0738;0,9728;0,983
90,356;0,1165;-0,0556;0,9658;0,974
90,372;0,1311;-0,0622;0,9541;0,965
90,387;0,1124;-0,0606;0,9532;0,962
90,405;0,1111;-0,0643;0,9612;0,97
90,434;0,1151;-0,0686;0,9624;0,972
90,462;0,1172;-0,0928;0,9498;0,962
90,468;0,1178;-0,0872;0,9523;0,963
90,5;0,1031;-0,0881;0,9453;0,955
90,513;0,0989;-0,0906;0,9317;0,941
90,53;0,1062;-0,0861;0,9253;0,935
90,546;0,1043;-0,0889;0,9262;0,936
90,579;0,1085;-0,1005;0,9468;0,958
90,593;0,1184;-0,1072;0,9494;0,963
90,611;0,1217;-0,1095;0,9446;0,959
90,625;0,1172;-0,1076;0,9479;0,961
90,664;0,1124;-0,0988;0,9509;0,963
90,671;0,1093;-0,0968;0,9459;0,957
90,691;0,1063;-0,0993;0,9425;0,954
90,719;0,1055;-0,0958;0,9402;0,951
90,737;0,1093;-0,0952;0,9414;0,953
90,754;0,1144;-0,0939;0,939;0,951
90,768;0,1186;-0,0989;0,9482;0,961
90,798;0,1208;-0,098;0,9501;0,963
90,826;0,1199;-0,0997;0,9502;0,963
90,831;0,1211;-0,0944;0,9412;0,954
90,845;0,1211;-0,0882;0,9419;0,954
90,881;0,1185;-0,0904;0,9493;0,961
90,892;0,122;-0,0939;0,9528;0,965
90,911;0,1135;-0,0989;0,9488;0,961
90,944;0,1133;-0,0915;0,946;0,957
90,956;0,1126;-0,0841;0,9447;0,955
90,973;0,1113;-0,0888;0,9397;0,95
90,989;0,1113;-0,097;0,9432;0,955
91,02;0,1138;-0,093;0,9476;0,959
91,036;0,1188;-0,0888;0,9444;0,956
91,052;0,1184;-0,0926;0,9447;0,957
91,068;0,1172;-0,0939;0,9478;0,96
91,098;0,1226;-0,0925;0,946;0,958
91,115;0,1221;-0,087;0,945;0,957
91,13;0,123;-0,0876;0,941;0,953
91,163;0,1208;-0,0998;0,9463;0,959
91,177;0,1127;-0,0998;0,9506;0,962
91,197;0,1074;-0,0923;0,9433;0,954
91,211;0,1125;-0,09;0,9367;0,948
91,242;0,1113;-0,0959;0,9403;0,952
91,258;0,1121;-0,0997;0,9471;0,959
91,273;0,1186;-0,0984;0,9433;0,956
91,29;0,123;-0,1016;0,9383;0,952
91,321;0,1206;-0,0984;0,944;0,957
91,336;0,1171;-0,0958;0,942;0,954
91,355;0,1106;-0,1023;0,9447;0,957
91,385;0,1173;-0,0975;0,9458;0,958
91,406;0,1185;-0,0919;0,9408;0,953
91,417;0,1137;-0,0954;0,9428;0,954
91,43;0,1079;-0,0978;0,951;0,962
91,462;0,1113;-0,0908;0,9502;0,961
91,483;0,1238;-0,0857;0,9486;0,96
91,495;0,1278;-0,0964;0,944;0,957
91,51;0,1289;-0,1091;0,9459;0,961
91,546;0,1187;-0,114;0,9426;0,957
91,557;0,1191;-0,1026;0,9352;0,948
91,572;0,1135;-0,0912;0,9292;0,941
91,605;0,1095;-0,0964;0,9408;0,952
91,62;0,1107;-0,1088;0,9544;0,967
91,636;0,1082;-0,1056;0,9534;0,965
91,653;0,1176;-0,0915;0,9484;0,96
91,685;0,1211;-0,0956;0,9443;0,957
91,702;0,1203;-0,1064;0,9452;0,959
91,716;0,1205;-0,1075;0,94;0,954
91,731;0,1248;-0,1094;0,9344;0,949
91,764;0,1212;-0,1105;0,9445;0,959
91,785;0,1162;-0,1006;0,944;0,956
91,797;0,1187;-0,0908;0,9375;0,949
91,827;0,1172;-0,0925;0,9502;0,962
91,844;0,1178;-0,1049;0,9557;0,969
91,863;0,1156;-0,1087;0,951;0,964
91,873;0,115;-0,1061;0,9411;0,954
91,908;0,1183;-0,105;0,9353;0,949
91,921;0,1116;-0,1025;0,9303;0,943
91,94;0,1134;-0,109;0,9371;0,95
91,953;0,1209;-0,1096;0,9477;0,962
91,994;0,1187;-0,1129;0,9449;0,959
92;0,1142;-0,1085;0,9469;0,96
92,021;0,1098;-0,0964;0,9444;0,956
92,05;0,1093;-0,0941;0,9402;0,951
92,067;0,1113;-0,1055;0,9453;0,958
92,082;0,1187;-0,1134;0,9456;0,96
92,097;0,1241;-0,1058;0,9425;0,956
92,126;0,1219;-0,1042;0,9374;0,951
92,151;0,1152;-0,1042;0,9473;0,96
92,159;0,1125;-0,0984;0,9464;0,958
92,175;0,1113;-0,1016;0,9478;0,96
92,206;0,1172;-0,1046;0,9475;0,96
92,222;0,1162;-0,1096;0,946;0,959
92,239;0,1106;-0,1115;0,9414;0,954
92,274;0,1093;-0,1111;0,936;0,949
92,287;0,1119;-0,103;0,9342;0,947
92,301;0,116;-0,0978;0,9405;0,953
92,319;0,1204;-0,1046;0,9438;0,957
92,349;0,123;-0,1036;0,9496;0,963
92,367;0,1222;-0,1036;0,9487;0,962
92,387;0,1197;-0,1036;0,9485;0,962
92,398;0,1135;-0,1017;0,946;0,958
92,431;0,1079;-0,0982;0,9436;0,955
92,446;0,1123;-0,1037;0,943;0,955
92,464;0,1107;-0,1151;0,9425;0,956
92,493;0,1096;-0,1147;0,944;0,957
92,514;0,1159;-0,0978;0,9421;0,954
92,524;0,116;-0,095;0,9358;0,948
92,538;0,1169;-0,1027;0,9428;0,956
92,576;0,1169;-0,1137;0,9496;0,963
92,585;0,1177;-0,1112;0,9455;0,959
92,602;0,1211;-0,1001;0,938;0,951
92,621;0,1154;-0,0997;0,9343;0,947
92,68;0,1162;-0,108;0,945;0,958
92,682;0,1201;-0,1085;0,9459;0,96
92,683;0,1196;-0,106;0,944;0,957
92,717;0,1166;-0,1053;0,9457;0,959
92,727;0,1087;-0,1017;0,9414;0,953
92,743;0,1098;-0,1029;0,9425;0,954
92,762;0,113;-0,1036;0,9423;0,955
92,791;0,1152;-0,1075;0,944;0,957
92,816;0,1167;-0,1083;0,944;0,957
92,824;0,1178;-0,1121;0,9414;0,955
92,859;0,1133;-0,1114;0,9401;0,953
92,869;0,1143;-0,0994;0,9436;0,956
92,889;0,1123;-0,0929;0,9421;0,953
92,905;0,1133;-0,1011;0,9449;0,957
92,936;0,1175;-0,1077;0,9501;0,963
92,95;0,123;-0,1089;0,9512;0,965
92,966;0,1195;-0,1052;0,9436;0,957
92,981;0,1137;-0,1036;0,9421;0,955
93,015;0,1116;-0,1039;0,9421;0,954
93,032;0,1141;-0,1081;0,9429;0,956
93,045;0,1179;-0,1101;0,944;0,958
93,063;0,1191;-0,1057;0,9403;0,954
93,094;0,1098;-0,0997;0,9409;0,953
93,111;0,1133;-0,1007;0,9499;0,962
93,127;0,1182;-0,1062;0,9469;0,96
93,157;0,119;-0,1135;0,9423;0,957
93,171;0,1159;-0,1141;0,944;0,958
93,188;0,1133;-0,1043;0,9365;0,949
93,205;0,1184;-0,098;0,9291;0,942
93,235;0,1191;-0,1012;0,9403;0,953
93,253;0,1183;-0,1095;0,9552;0,969
93,269;0,1172;-0,1068;0,9542;0,967
93,281;0,1115;-0,0999;0,9443;0,956
93,315;0,1079;-0,1002;0,9426;0,954
93,33;0,1124;-0,1047;0,942;0,954
93,345;0,1199;-0,1075;0,937;0,951
93,378;0,1195;-0,1075;0,9349;0,949
93,395;0,1237;-0,1062;0,9447;0,959
93,408;0,1176;-0,1025;0,9471;0,96
93,43;0,1101;-0,0965;0,9428;0,954
93,456;0,1038;-0,0944;0,9458;0,956
93,476;0,116;-0,1074;0,9377;0,951
93,491;0,109;-0,1017;0,9411;0,953
93,509;0,1112;-0,1036;0,9421;0,954
93,54;0,1113;-0,1012;0,9464;0,958
93,553;0,1083;-0,1028;0,9489;0,961
93,567;0,1054;-0,101;0,9499;0,961
93,601;0,1073;-0,0958;0,9418;0,953
93,617;0,1074;-0,0978;0,9395;0,951
93,63;0,1125;-0,1112;0,9421;0,955
93,648;0,1372;-0,1225;0,9147;0,933
93,68;0,1435;-0,0886;0,903;0,919
93,698;0,1501;-0,0729;0,9071;0,922
93,714;0,1424;-0,0749;0,917;0,931
93,727;0,133;-0,0895;0,9148;0,929
93,761;0,1124;-0,1222;0,9473;0,962
93,774;0,0786;-0,1361;0,9844;0,997
93,79;0,054;-0,1222;1,0145;1,023
93,824;0,0445;-0,0824;1,0161;1,02
93,846;0,0443;-0,0521;0,9738;0,976
93,853;0,0785;-0,0523;0,9435;0,948
93,871;0,1231;-0,0762;0,9416;0,953
93,901;0,1208;-0,0861;0,9435;0,955
93,919;0,1267;-0,0919;0,9476;0,96
93,931;0,1353;-0,0978;0,9283;0,943
93,951;0,1224;-0,1214;0,9172;0,933
93,981;0,1016;-0,109;0,9342;0,946
93,994;0,0888;-0,0874;0,9641;0,972
94,015;0,0863;-0,0545;0,9738;0,979
94,044;0,0923;-0,0439;0,9513;0,957
94,059;0,1009;-0,0621;0,9461;0,954
94,076;0,1008;-0,085;0,9585;0,968
94,093;0,1015;-0,1183;0,9616;0,974
94,12;0,0985;-0,1188;0,9481;0,961
94,142;0,092;-0,1008;0,9244;0,934
94,154;0,0898;-0,0795;0,9194;0,927
94,17;0,0974;-0,0781;0,9244;0,933
94,204;0,0986;-0,0856;0,9367;0,946
94,218;0,1084;-0,0851;0,9481;0,958
94,231;0,1109;-0,0829;0,958;0,968
94,267;0,1054;-0,0762;0,9553;0,964
94,28;0,1028;-0,0777;0,9394;0,948
94,297;0,0868;-0,0937;0,9465;0,955
94,316;0,08;-0,0936;0,9595;0,967
94,343;0,075;-0,0627;0,9657;0,971
94,364;0,0915;-0,0553;0,9443;0,95
94,374;0,0992;-0,0628;0,9516;0,959
94,391;0,1091;-0,0608;0,9633;0,971
94,425;0,1167;-0,0616;0,9479;0,957
94,44;0,1162;-0,0755;0,9602;0,97
94,455;0,1265;-0,0817;0,9776;0,989
94,486;0,1256;-0,0639;0,9716;0,982
94,502;0,1321;-0,0548;0,9373;0,948
94,515;0,107;-0,0562;0,9319;0,94
94,535;0,08;-0,0495;0,9501;0,955
94,565;0,0747;-0,0571;0,9649;0,969
94,579;0,0963;-0,0455;0,9565;0,962
94,595;0,1171;-0,0466;0,9388;0,947
94,611;0,1326;-0,0604;0,917;0,928
94,645;0,1274;-0,0611;0,9191;0,93
94,674;0,1248;-0,0626;0,9267;0,937
94,676;0,1195;-0,0688;0,951;0,961
94,709;0,1408;-0,0697;0,9557;0,969
94,727;0,1412;-0,0627;0,9544;0,967
94,74;0,133;-0,0654;0,9518;0,963
94,764;0,1168;-0,0594;0,9605;0,969
94,789;0,1071;-0,0537;0,9503;0,958
94,808;0,1029;-0,0646;0,9438;0,952
94,817;0,1023;-0,0737;0,9501;0,958
94,835;0,1092;-0,0762;0,948;0,957
94,868;0,1084;-0,0763;0,9406;0,95
94,882;0,102;-0,0698;0,941;0,949
94,899;0,0937;-0,0587;0,9339;0,94
94,93;0,1102;-0,0717;0,9269;0,936
94,944;0,1178;-0,0833;0,9384;0,949
94,962;0,1019;-0,0758;0,9523;0,961
94,981;0,078;-0,0743;0,952;0,958
95,011;0,078;-0,0532;0,9476;0,952
95,025;0,0979;-0,0525;0,9395;0,946
95,038;0,121;-0,0723;0,9578;0,968
95,072;0,1249;-0,078;0,9751;0,986
95,088;0,1159;-0,0627;0,9637;0,973
95,102;0,0934;-0,0509;0,9467;0,953
95,125;0,0834;-0,0553;0,9465;0,952
95,151;0,0886;-0,0657;0,952;0,958
95,176;0,0997;-0,0795;0,9531;0,962
95,181;0,1011;-0,077;0,9506;0,959
95,203;0,0943;-0,0728;0,9534;0,961
95,235;0,1015;-0,0611;0,951;0,958
95,246;0,103;-0,0543;0,9452;0,952
95,261;0,1082;-0,0609;0,9482;0,956
95,287;0,1093;-0,0761;0,9518;0,961
95,309;0,1054;-0,0791;0,9557;0,965
95,325;0,0965;-0,0673;0,9458;0,953
95,34;0,0937;-0,0599;0,9389;0,945
95,374;0,0897;-0,0633;0,9443;0,951
95,389;0,0879;-0,075;0,9499;0,957
95,406;0,0891;-0,0766;0,9526;0,96
95,42;0,095;-0,0691;0,9449;0,952
95,454;0,0914;-0,0626;0,9424;0,949
95,474;0,0924;-0,0635;0,944;0,951
95,484;0,104;-0,0632;0,9496;0,957
95,497;0,1189;-0,0684;0,9557;0,965
95,53;0,1181;-0,0699;0,9592;0,969
95,546;0,1042;-0,0574;0,9525;0,96
95,566;0,0855;-0,0575;0,9464;0,952
95,602;0,0782;-0,0689;0,9466;0,952
95,608;0,0821;-0,075;0,9551;0,962
95,629;0,0895;-0,0726;0,9553;0,962
95,641;0,0918;-0,0652;0,9451;0,952
95,672;0,0919;-0,0705;0,9421;0,949
95,692;0,1019;-0,0752;0,9446;0,953
95,713;0,1102;-0,0693;0,9507;0,96
95,719;0,1075;-0,0627;0,948;0,956
95,754;0,0966;-0,0558;0,9494;0,956
95,767;0,0868;-0,0618;0,9548;0,961
95,782;0,0906;-0,0708;0,9542;0,961
95,817;0,0916;-0,0742;0,9532;0,96
95,84;0,0891;-0,0717;0,944;0,951
95,844;0,0879;-0,0656;0,9464;0,953
95,864;0,0913;-0,0626;0,9479;0,954
95,892;0,0957;-0,0727;0,9499;0,957
95,909;0,0957;-0,0726;0,9507;0,958
95,923;0,0942;-0,0675;0,9475;0,955
95,943;0,0956;-0,0665;0,9479;0,955
95,975;0,0962;-0,068;0,9552;0,962
95,99;0,0956;-0,0675;0,9517;0,959
96,007;0,089;-0,0763;0,9452;0,952
96,038;0,0821;-0,0739;0,9481;0,954
96,054;0,0873;-0,0671;0,9471;0,954
96,074;0,0974;-0,0658;0,9445;0,952
96,086;0,1047;-0,0665;0,9494;0,957
96,119;0,1;-0,0652;0,9541;0,962
96,134;0,09;-0,0685;0,954;0,961
96,147;0,0865;-0,0671;0,9504;0,957
96,166;0,0878;-0,0627;0,9499;0,956
96,197;0,0874;-0,067;0,9509;0,957
96,21;0,0928;-0,0716;0,9517;0,959
96,228;0,0921;-0,0696;0,9452;0,952
96,259;0,0939;-0,063;0,9405;0,947
96,273;0,0977;-0,0691;0,948;0,956
96,29;0,1015;-0,0704;0,9567;0,965
96,31;0,0946;-0,0669;0,9562;0,963
96,336;0,081;-0,0636;0,9476;0,953
96,353;0,0796;-0,0667;0,9511;0,957
96,369;0,0881;-0,0645;0,9535;0,96
96,384;0,0879;-0,0665;0,9422;0,949
96,417;0,0874;-0,0724;0,9475;0,954
96,44;0,0959;-0,0682;0,9529;0,96
96,446;0,1059;-0,0598;0,9506;0,958
96,481;0,0994;-0,0607;0,948;0,955
96,495;0,089;-0,0659;0,9532;0,96
96,513;0,0827;-0,0685;0,9533;0,959
96,532;0,0835;-0,0669;0,9488;0,955
96,561;0,0934;-0,0672;0,9427;0,95
96,575;0,0926;-0,0695;0,9468;0,954
96,589;0,0965;-0,0671;0,9507;0,958
96,606;0,0938;-0,0684;0,9518;0,959
96,641;0,0888;-0,0699;0,9465;0,953
96,656;0,09;-0,0674;0,949;0,956
96,668;0,1031;-0,0634;0,9499;0,958
96,7;0,0967;-0,0662;0,9481;0,955
96,715;0,0824;-0,0647;0,9513;0,957
96,735;0,0749;-0,0672;0,9551;0,96
96,746;0,0863;-0,0595;0,954;0,96
96,783;0,0953;-0,0661;0,9489;0,956
96,797;0,1052;-0,0726;0,944;0,953
96,816;0,1032;-0,0676;0,9468;0,955
96,829;0,0977;-0,0646;0,9499;0,957
96,865;0,0932;-0,066;0,9499;0,957
96,876;0,0907;-0,0666;0,9509;0,958
96,89;0,0851;-0,07;0,955;0,961
96,932;0,0839;-0,0665;0,9497;0,956
96,94;0,086;-0,0679;0,9465;0,953
96,956;0,0972;-0,0704;0,9465;0,954
96,968;0,1068;-0,0686;0,9514;0,96
97;0,0988;-0,0626;0,9522;0,959
97,018;0,0815;-0,067;0,9547;0,96
